36310,TYPE_2,7.2,27021
36311,TYPE_2,7.2,27021
36312,TYPE_2,7.2,27023
36313,TYPE_2,7.2,27023
36314,TYPE_2,3.6,27024
36315,TYPE_2,3.6,27024
36316,TYPE_2,3.6,27027
36317,TYPE_2,3.6,27027
36318,TYPE_2,3.6,27026
36319,TYPE_2,3.6,27025
36320,TYPE_2,3.6,27026
36321,TYPE_2,3.6,27025
36322,TYPE_2,3.6,27028
36323,TYPE_2,3.6,27028
36324,TYPE_2,3.6,27029
36325,TYPE_2,3.6,27029
36326,TYPE_2,3.6,27030
36327,TYPE_2,3.6,27030
36328,TYPE_2,7.2,27032
36329,TYPE_2,7.2,27031
36330,TYPE_2,7.2,27032
36331,TYPE_2,7.2,27031
36332,TYPE_2,7.2,27034
36333,TYPE_2,7.2,27034
36334,TYPE_2,7.2,27033
36335,TYPE_2,7.2,27033
36336,TYPE_2,7.2,27035
36337,TYPE_2,7.2,27035
36338,TYPE_2,7.2,27036
36339,TYPE_2,7.2,27036
36340,TYPE_2,7.2,27037
36341,TYPE_2,7.2,27037
36342,TYPE_2,7.2,27038
36343,TYPE_2,7.2,27038
36344,TYPE_2,7.2,27039
36345,TYPE_2,7.2,27041
36346,TYPE_2,7.2,27041
36347,TYPE_2,7.2,27040
36348,TYPE_2,7.2,27040
36349,TYPE_2,7.2,27039
36350,TYPE_2,7.2,27042
36351,TYPE_2,7.2,27042
36352,TYPE_2,7.2,27044
36353,TYPE_2,7.2,27044
36354,TYPE_2,3.6,27043
36355,TYPE_2,7.2,27043
36356,TYPE_2,7.2,27045
36357,TYPE_2,7.2,27045
36358,TYPE_2,7.2,27046
36359,DC_COMBO_TYPE_2,50,27047
36360,TYPE_2,43,27047
36361,TYPE_2,7.2,27046
36362,CHADEMO,50,27047
36363,DC_COMBO_TYPE_2,50,27048
36364,CHADEMO,50,27048
36365,TYPE_2,43,27048
36366,CHADEMO,50,27049
36367,TYPE_2,43,27049
36368,DC_COMBO_TYPE_2,50,27049
36369,TYPE_2,7.2,27051
36370,CHADEMO,50,27050
36371,TYPE_2,43,27050
36372,DC_COMBO_TYPE_2,50,27050
36373,TYPE_2,7.2,27051
36374,CHADEMO,50,27052
36375,TYPE_2,43,27052
36376,DC_COMBO_TYPE_2,50,27052
36377,THREE_PIN_SQUARE,3,27055
36378,TYPE_2,7.2,27055
36379,CHADEMO,50,27054
36380,TYPE_2,43,27054
36381,DC_COMBO_TYPE_2,50,27054
36382,THREE_PIN_SQUARE,3,27053
36383,TYPE_2,7.2,27053
36384,TYPE_2,43,27056
36385,DC_COMBO_TYPE_2,50,27056
36386,CHADEMO,50,27056
36387,THREE_PIN_SQUARE,3,27057
36388,TYPE_2,7.2,27057
36389,THREE_PIN_SQUARE,3,27059
36390,THREE_PIN_SQUARE,3,27059
36391,CHADEMO,50,27058
36392,DC_COMBO_TYPE_2,50,27058
36393,TYPE_2,43,27058
36394,TYPE_2,7.2,27060
36395,TYPE_2,7.2,27060
36396,TYPE_2,7.2,27061
36397,TYPE_2,7.2,27061
36398,TYPE_2,7.2,27062
36399,TYPE_2,7.2,27062
36400,TYPE_2,3.6,27063
36401,TYPE_2,3.6,27063
36402,TYPE_2,3.6,27064
36403,TYPE_2,3.6,27064
36404,THREE_PIN_SQUARE,3,27065
36405,THREE_PIN_SQUARE,3,27065
36406,DC_COMBO_TYPE_2,50,27066
36407,CHADEMO,50,27066
36408,TYPE_2,43,27066
36409,THREE_PIN_SQUARE,3,27067
36410,TYPE_2,7.2,27067
36411,DC_COMBO_TYPE_2,50,27068
36412,CHADEMO,50,27068
36413,TYPE_2,43,27068
36414,THREE_PIN_SQUARE,3,27069
36415,TYPE_2,7.2,27069
36416,DC_COMBO_TYPE_2,50,27072
36417,CHADEMO,50,27072
36418,TYPE_2,43,27072
36419,DC_COMBO_TYPE_2,50,27070
36420,CHADEMO,50,27070
36421,TYPE_2,43,27070
36422,TYPE_2,3.6,27071
36423,TYPE_2,3.6,27071
36424,TYPE_2,7.2,27074
36425,TYPE_2,7.2,27076
36426,THREE_PIN_SQUARE,3,27075
36427,TYPE_2,7.2,27075
36428,THREE_PIN_SQUARE,3,27073
36429,THREE_PIN_SQUARE,3,27073
36430,TYPE_2,7.2,27092
36431,TYPE_2,7.2,27084
36432,TYPE_2,7.2,27078
36433,TYPE_2,7.2,27082
36434,TYPE_2,7.2,27086
36435,TYPE_2,7.2,27088
36436,TYPE_2,7.2,27090
36437,TYPE_2,7.2,27080
36438,THREE_PIN_SQUARE,3,27087
36439,THREE_PIN_SQUARE,3,27085
36440,THREE_PIN_SQUARE,3,27087
36441,THREE_PIN_SQUARE,3,27085
36442,TYPE_2,7.2,27077
36443,THREE_PIN_SQUARE,3,27089
36444,TYPE_2,7.2,27091
36445,TYPE_2,3.6,27081
36446,THREE_PIN_SQUARE,3,27091
36447,TYPE_2,3.6,27081
36448,THREE_PIN_SQUARE,3,27083
36449,THREE_PIN_SQUARE,3,27083
36450,TYPE_2,7.2,27089
36451,THREE_PIN_SQUARE,3,27077
36452,THREE_PIN_SQUARE,3,27093
36453,THREE_PIN_SQUARE,3,27093
36454,THREE_PIN_SQUARE,3,27079
36455,THREE_PIN_SQUARE,3,27079
36456,TYPE_2,7.2,27094
36457,TYPE_2,7.2,27098
36458,TYPE_2,7.2,27104
36459,TYPE_2,3.6,27098
36460,TYPE_2,3.6,27104
36461,TYPE_2,7.4,27096
36462,TYPE_2,7.2,27102
36463,TYPE_2,3.6,27102
36464,TYPE_2,7.2,27106
36465,TYPE_2,3.6,27106
36466,TYPE_2,7.2,27100
36467,TYPE_2,3.6,27100
36468,TYPE_2,3.7,27108
36469,TYPE_2,7.2,27109
36470,TYPE_2,7.2,27109
36471,THREE_PIN_SQUARE,3,27095
36472,TYPE_2,3.6,27097
36473,TYPE_2,3.6,27099
36474,TYPE_2,7.2,27107
36475,TYPE_2,7.2,27103
36476,TYPE_2,7.2,27105
36477,THREE_PIN_SQUARE,3,27101
36478,TYPE_2,7.2,26760
36479,THREE_PIN_SQUARE,3,27095
36480,TYPE_2,3.6,27097
36481,TYPE_2,3.6,27099
36482,TYPE_2,7.2,27107
36483,TYPE_2,7.2,27103
36484,TYPE_2,7.2,27105
36485,TYPE_2,7.2,27101
36486,TYPE_2,7.2,26760
36487,TYPE_2,7.2,27113
36488,TYPE_2,7.2,27113
36489,TYPE_2,7.2,27111
36490,TYPE_2,7.2,27114
36491,TYPE_2,3.6,27115
36492,TYPE_2,7.2,27112
36493,TYPE_2,3.6,27117
36494,TYPE_2,3.6,27116
36495,TYPE_2,3.6,27114
36496,TYPE_2,7.2,27110
36497,TYPE_2,7.2,27110
36498,TYPE_2,3.6,27118
36499,TYPE_2,3.6,27116
36500,TYPE_2,3.6,27118
36501,TYPE_2,7.2,27111
36502,TYPE_2,3.6,27115
36503,TYPE_2,3.6,27117
36504,TYPE_2,7.2,27112
36505,TYPE_2,3.6,27120
36506,TYPE_2,3.6,27120
36507,TYPE_2,3.6,27119
36508,TYPE_2,3.6,27119
36509,TYPE_2,3.6,27121
36510,TYPE_2,3.6,27121
36511,TYPE_2,3.6,27122
36512,TYPE_2,3.6,27122
36513,TYPE_2,3.6,27125
36514,TYPE_2,3.6,27125
36515,TYPE_2,3.6,27123
36516,TYPE_2,3.6,27123
36517,TYPE_2,7.2,27124
36518,TYPE_2,7.2,27124
36519,TYPE_2,3.6,27126
36520,TYPE_2,3.6,27127
36521,TYPE_2,3.6,27127
36522,TYPE_2,3.6,27126
36523,TYPE_2,3.6,27128
36524,TYPE_2,3.6,27128
36525,TYPE_2,7.2,27130
36526,TYPE_2,7.2,27130
36527,TYPE_2,7.2,27129
36528,TYPE_2,7.2,27129
36529,TYPE_2,7.2,27131
36530,TYPE_2,7.2,27131
36531,TYPE_2,7.2,27132
36532,TYPE_2,7.2,27132
36533,TYPE_2,7.2,27134
36534,TYPE_2,7.2,27134
36535,TYPE_2,7.2,27133
36536,TYPE_2,7.2,27133
36537,TYPE_2,7.2,27135
36538,TYPE_2,7.2,27136
36539,TYPE_2,7.2,27136
36540,TYPE_2,7.2,27135
36541,TYPE_2,7.2,27138
36542,TYPE_2,7.2,27138
36543,TYPE_2,7.2,27137
36544,TYPE_2,7.2,27137
36545,TYPE_2,7.2,27139
36546,TYPE_2,7.2,27139
36547,DC_COMBO_TYPE_2,50,27140
36548,CHADEMO,50,27140
36549,TYPE_2,43,27140
36550,DC_COMBO_TYPE_2,50,27142
36551,TYPE_2,43,27142
36552,CHADEMO,50,27142
36553,DC_COMBO_TYPE_2,50,27143
36554,TYPE_2,43,27143
36555,CHADEMO,50,27141
36556,TYPE_2,43,27141
36557,CHADEMO,50,27143
36558,DC_COMBO_TYPE_2,50,27141
36559,DC_COMBO_TYPE_2,50,27144
36560,TYPE_2,43,27144
36561,CHADEMO,50,27144
36562,DC_COMBO_TYPE_2,50,27145
36563,CHADEMO,50,27145
36564,TYPE_2,43,27145
36565,DC_COMBO_TYPE_2,50,27146
36566,CHADEMO,50,27146
36567,TYPE_2,43,27146
36568,DC_COMBO_TYPE_2,50,27147
36569,CHADEMO,50,27147
36570,TYPE_2,43,27147
36571,TYPE_2,7.2,27148
36572,TYPE_2,7.2,27148
36573,TYPE_2,7.2,27149
36574,TYPE_2,7.2,27149
36575,TYPE_2,7.2,27150
36576,TYPE_2,7.2,27150
36577,TYPE_2,7.2,27151
36578,TYPE_2,7.2,27151
36579,TYPE_2,7.2,27152
36580,TYPE_2,7.2,27152
36581,TYPE_2,3.6,27153
36582,TYPE_2,3.6,27153
36583,TYPE_2,3.6,27154
36584,TYPE_2,3.6,27154
36585,TYPE_2,3.6,27155
36586,TYPE_2,3.6,27155
36587,TYPE_2,7.2,27156
36588,TYPE_2,7.2,27156
36589,TYPE_2,7.2,27157
36590,TYPE_2,7.2,27157
36591,TYPE_2,7.2,27158
36592,TYPE_2,7.2,27158
36593,DC_COMBO_TYPE_2,50,27159
36594,CHADEMO,50,27159
36595,TYPE_2,43,27159
36596,DC_COMBO_TYPE_2,50,27160
36597,CHADEMO,50,27160
36598,TYPE_2,43,27160
36599,TYPE_2,7.2,27162
36600,TYPE_2,7.2,27163
36601,TYPE_2,7.2,27163
36602,TYPE_2,7.2,27161
36603,TYPE_2,7.2,27161
36604,TYPE_2,7.2,27162
36605,TYPE_2,7.2,27164
36606,TYPE_2,7.2,27164
36607,TYPE_2,7.2,27167
36608,TYPE_2,7.2,27167
36609,TYPE_2,7.2,27166
36610,TYPE_2,7.2,27166
36611,TYPE_2,7.2,27165
36612,TYPE_2,7.2,27165
36613,CHADEMO,50,27174
36614,TYPE_2,43,27174
